Date,Tm,Home_Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled,Temperature (°C),Humidity (%),Relative Wind Direction (°),Precipitation (mm),Snow (mm),Wind Speed (m/s),COCO
"Saturday, Jul 15",OAK,Home,MIN,L,7.0,10.0,9.0,25-69,5.0,29.5,Morán,Tarnok,Durán,3.1,D,10534.0,.00,-6,,15.0,87.0,245.48883674,0.0,,20.5,0.037037037037037035
"Sunday, Jul 16",OAK,Home,MIN,L,4.0,5.0,9.0,25-70,5.0,30.5,López,Erceg,Durán,2.8,D,9335.0,.00,-7,,20.6,63.0,235.48883674,0.0,,18.4,0.037037037037037035
"Monday, Jul 17",OAK,Home,BOS,L,0.0,7.0,9.0,25-71,5.0,31.5,Pivetta,Blackburn,None,2.6166666666666667,N,9987.0,.00,-8,,16.7,78.0,265.48883674,0.0,,22.3,0.1111111111111111
"Tuesday, Jul 18",OAK,Home,BOS,W,3.0,0.0,9.0,26-71,5.0,31.5,Medina,Jacques,May,2.25,N,10115.0,.00,1,,18.9,70.0,265.48883674,0.0,,11.2,0.07407407407407407
"Wednesday, Jul 19",OAK,Home,BOS,W,6.0,5.0,9.0,27-71,5.0,31.5,Felipe,Bello,May,2.716666666666667,D,15023.0,.00,2,,14.4,90.0,235.48883674,0.0,,22.3,0.07407407407407407
"Thursday, Jul 20",OAK,Home,HOU,L,1.0,3.0,9.0,27-72,5.0,32.0,France,Harris,Pressly,2.2,N,4757.0,.00,-1,,15.0,87.0,235.48883674,0.0,,27.7,0.037037037037037035
"Friday, Jul 21",OAK,Home,HOU,L,4.0,6.0,9.0,27-73,5.0,32.0,Valdez,Sears,Pressly,2.6666666666666665,N,6810.0,.00,-2,,17.8,73.0,225.48883674,0.0,,22.3,0.037037037037037035
"Saturday, Jul 22",OAK,Home,HOU,W,4.0,1.0,9.0,28-73,5.0,31.0,Pruitt,Javier,May,2.95,N,14507.0,.00,1,,17.8,73.0,235.48883674,0.0,,24.1,0.037037037037037035
"Sunday, Jul 23",OAK,Home,HOU,L,2.0,3.0,9.0,28-74,5.0,32.0,Neris,Smith,Abreu,2.6,D,11231.0,.00,-1,,19.4,66.0,245.48883674,0.0,,18.4,0.07407407407407407
"Tuesday, Jul 25",OAK,@,SFG,L,1.0,2.0,9.0,28-75,5.0,31.5,Rogers,Erceg,Doval,2.3333333333333335,N,40014.0,.00,-2,,19.4,66.0,184.8480534,0.0,,22.3,0.037037037037037035
"Wednesday, Jul 26",OAK,@,SFG,L,3.0,8.0,9.0,28-76,5.0,32.5,Wood,Harris,None,2.466666666666667,N,36142.0,.00,-3,,19.4,71.0,204.8480534,0.0,,22.3,0.037037037037037035
"Friday, Jul 28",OAK,@,COL,W,8.0,5.0,9.0,29-76,5.0,31.5,Sears,Freeland,May,3.1333333333333333,N,37262.0,.00,1,,25.8,36.0,244.037509228,0.0,,11.1,0.1111111111111111
"Saturday, Jul 29",OAK,@,COL,W,11.0,3.0,9.0,30-76,5.0,30.5,Blackburn,Flexen,None,2.8666666666666667,N,45085.0,.00,2,,26.7,34.0,61.037509228,0.0,,14.8,0.1111111111111111
"Sunday, Jul 30",OAK,@,COL,L,0.0,2.0,9.0,30-77,5.0,30.5,Blach,Medina,Lawrence,2.3833333333333333,D,31789.0,.00,-1,,25.8,41.0,133.037509228,0.0,,16.7,0.1111111111111111
"Tuesday, Aug 1",OAK,@,LAD,L,3.0,7.0,9.0,30-78,5.0,31.5,Lynn,Waldichuk,None,2.8166666666666664,N,44207.0,.00,-2,,25.0,69.0,333.5154598,0.0,,0.0,0.1111111111111111
"Wednesday, Aug 2",OAK,@,LAD,L,1.0,10.0,9.0,30-79,5.0,32.5,Gonsolin,Harris,None,2.4833333333333334,N,47711.0,.00,-3,,23.9,66.0,333.5154598,0.0,,0.0,0.037037037037037035
"Thursday, Aug 3",OAK,@,LAD,L,2.0,8.0,9.0,30-80,5.0,33.5,Urías,Sears,Sheehan,2.466666666666667,N,52624.0,.00,-4,,23.0,55.0,208.5154598,0.0,,27.4,0.037037037037037035
"Saturday, Aug 5",OAK,Home,SFG,W,2.0,1.0,9.0,31-80,5.0,34.0,May,Walker,None,2.5666666666666664,D,37553.0,.00,1,,18.3,78.0,225.48883674,0.0,,25.9,0.037037037037037035
"Sunday, Aug 6",OAK,Home,SFG,W,8.0,6.0,9.0,32-80,5.0,34.0,Snead,Jackson,May,3.066666666666667,D,27381.0,.00,2,,17.2,81.0,215.48883674,0.0,,11.2,0.037037037037037035
"Monday, Aug 7",OAK,Home,TEX,L,3.0,5.0,9.0,32-81,5.0,35.0,Sborz,Jiménez,Smith,2.7,N,4013.0,.00,-1,,20.0,73.0,225.48883674,0.0,,22.3,0.037037037037037035
"Tuesday, Aug 8",OAK,Home,TEX,L,1.0,6.0,9.0,32-82,5.0,36.0,Scherzer,Sears,None,2.55,N,5419.0,.00,-2,,16.1,90.0,245.48883674,0.0,,18.4,0.037037037037037035
"Wednesday, Aug 9",OAK,Home,TEX,W,2.0,0.0,9.0,33-82,5.0,35.0,Tarnok,Montgomery,May,2.283333333333333,D,6372.0,.00,1,,18.3,78.0,215.48883674,0.0,,18.4,0.07407407407407407
"Friday, Aug 11",OAK,@,WSN,L,2.0,8.0,9.0,33-83,5.0,36.0,Abbott,Blackburn,None,2.8666666666666667,N,22651.0,.00,-1,,25.0,69.0,271.05180647,0.0,,13.0,0.07407407407407407
"Saturday, Aug 12",OAK,@,WSN,L-wo,2.0,3.0,9.0,33-84,5.0,37.0,Finnegan,Erceg,None,2.7333333333333334,N,28635.0,.00,-2,,26.7,64.0,151.05180647,0.0,,9.4,0.1111111111111111
