Date,Tm,Home_Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled,Temperature (°C),Humidity (%),Relative Wind Direction (°),Precipitation (mm),Snow (mm),Wind Speed (m/s),COCO
"Thursday, Apr 13",MIL,@,SDP,W,4.0,3.0,10.0,9-4,1.0,up 1.0,Williams,García,Payamps,2.85,N,43296.0,1.15,1,,13.9,87.0,150.26252469999997,0.0,,14.8,0.18518518518518517
"Friday, Apr 14",MIL,@,SDP,W,11.0,2.0,9.0,10-4,1.0,up 2.0,Lauer,Wacha,Wilson,2.7,N,43822.0,1.19,2,,13.3,72.0,170.26252469999997,0.0,,13.0,0.1111111111111111
"Saturday, Apr 15",MIL,@,SDP,L,3.0,10.0,9.0,10-5,1.0,up 1.0,Wilson,Peralta,None,3.2,D,42284.0,1.22,-1,,14.4,72.0,310.2625247,0.0,,5.4,0.07407407407407407
"Sunday, Apr 16",MIL,@,SDP,W,1.0,0.0,9.0,11-5,1.0,up 2.0,Miley,Darvish,Williams,2.3666666666666667,D,43875.0,1.17,1,,14.4,78.0,320.2625247,0.0,,11.2,0.1111111111111111
"Monday, Apr 17",MIL,@,SEA,W,7.0,3.0,9.0,12-5,1.0,up 2.0,Burnes,Flexen,None,2.716666666666667,N,14276.0,1.13,2,,7.2,71.0,150.69115924,0.2,,18.4,0.6296296296296297
"Tuesday, Apr 18",MIL,@,SEA,W,6.0,5.0,11.0,13-5,1.0,up 2.0,Wilson,Topa,None,3.1166666666666667,N,18206.0,1.13,3,,7.2,74.0,310.69115924,0.0,,0.0,0.3333333333333333
"Wednesday, Apr 19",MIL,@,SEA,W,5.0,3.0,9.0,14-5,1.0,up 2.0,Lauer,Brash,Bush,2.3333333333333335,D,17461.0,1.15,4,,6.1,76.0,110.69115923999999,1.8,,18.4,0.3333333333333333
"Friday, Apr 21",MIL,Home,BOS,L,3.0,5.0,9.0,14-6,1.0,up 0.5,Pivetta,Peralta,Jansen,2.6333333333333333,N,24976.0,1.13,-1,,15.0,72.0,111.14629529999999,0.0,,24.1,0.1111111111111111
"Saturday, Apr 22",MIL,Home,BOS,W,5.0,4.0,9.0,15-6,1.0,up 0.5,Miley,Whitlock,Williams,2.3833333333333333,N,31965.0,1.06,1,,8.3,48.0,141.1462953,0.0,,13.0,0.1111111111111111
"Sunday, Apr 23",MIL,Home,BOS,L,5.0,12.0,9.0,15-7,2.0,0.5,Ort,Bush,None,3.033333333333333,D,26939.0,1.15,-1,,5.6,57.0,161.1462953,0.0,,14.8,0.1111111111111111
"Monday, Apr 24",MIL,Home,DET,L,2.0,4.0,9.0,15-8,2.0,1.0,Boyd,Rea,Lange,2.4166666666666665,N,23201.0,1.18,-2,,4.4,51.0,111.14629529999999,0.0,,5.4,0.14814814814814814
"Tuesday, Apr 25",MIL,Home,DET,L,3.0,4.0,9.0,15-9,2.0,1.0,Englert,Lauer,Foley,2.6666666666666665,N,24924.0,1.13,-3,,5.6,62.0,221.1462953,0.0,,7.6,0.1111111111111111
