Date,Tm,Home_Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled,Temperature (°C),Humidity (%),Relative Wind Direction (°),Precipitation (mm),Snow (mm),Wind Speed (m/s),COCO
"Tuesday, May 9",LAD,@,MIL,W,6.0,2.0,9.0,22-15,1.0,up 1.5,Bruihl,Lauer,Phillips,2.8833333333333333,N,23874.0,1.30,1,,10.0,96.0,231.1462953,0.0,,0.0,0.18518518518518517
"Wednesday, May 10",LAD,@,MIL,W,8.0,1.0,9.0,23-15,1.0,up 2.5,Kershaw,Miley,None,2.183333333333333,D,30112.0,1.32,2,,12.8,55.0,231.1462953,0.0,,0.0,0.1111111111111111
"Friday, May 12",LAD,Home,SDP,W,4.0,2.0,9.0,24-15,1.0,up 3.0,Ferguson,Hill,Phillips,2.45,N,49399.0,1.41,3,,16.1,72.0,214.5154598,0.0,,7.6,0.037037037037037035
"Saturday, May 13",LAD,Home,SDP,W,4.0,2.0,9.0,25-15,1.0,up 3.0,Urías,Musgrove,Ferguson,2.4333333333333336,D,51334.0,1.39,4,,16.7,78.0,333.5154598,0.0,,0.0,0.037037037037037035
"Sunday, May 14",LAD,Home,SDP,W,4.0,0.0,9.0,26-15,1.0,up 3.0,Gonsolin,Weathers,None,2.2333333333333334,D,46201.0,1.36,5,,16.7,80.0,333.5154598,0.0,,0.0,0.037037037037037035
"Monday, May 15",LAD,Home,MIN,W-wo,9.0,8.0,12.0,27-15,1.0,up 3.0,Bickford,López,None,3.8,N,49749.0,1.25,6,,17.2,81.0,243.5154598,0.0,,7.6,0.037037037037037035
"Tuesday, May 16",LAD,Home,MIN,L,1.0,5.0,9.0,27-16,1.0,up 3.0,Ober,Kershaw,None,2.8166666666666664,N,52159.0,1.18,-1,,17.2,81.0,243.5154598,0.0,,5.4,0.07407407407407407
"Wednesday, May 17",LAD,Home,MIN,W,7.0,3.0,9.0,28-16,1.0,up 3.0,Graterol,De León,None,2.8166666666666664,D,36434.0,1.23,1,,15.6,83.0,243.5154598,0.0,,11.2,0.037037037037037035
"Thursday, May 18",LAD,@,STL,L,8.0,16.0,9.0,28-17,1.0,up 2.5,Wainwright,Urías,None,3.15,N,36982.0,1.27,-1,,18.3,84.0,297.30370856,0.0,,0.0,0.07407407407407407
"Friday, May 19",LAD,@,STL,W,5.0,0.0,9.0,29-17,1.0,up 3.5,Gonsolin,Matz,None,2.9,N,44774.0,1.27,1,,20.6,70.0,97.30370855999999,0.0,,9.4,0.1111111111111111
"Saturday, May 20",LAD,@,STL,L,5.0,6.0,9.0,29-18,1.0,up 2.5,Helsley,González,Gallegos,2.5,N,45177.0,1.23,-1,,16.1,75.0,277.30370856,0.0,,16.6,0.1111111111111111
"Sunday, May 21",LAD,@,STL,L,5.0,10.0,9.0,29-19,1.0,up 1.5,VerHagen,Kershaw,None,3.0,D,44721.0,1.31,-2,,12.8,87.0,297.30370856,0.0,,0.0,0.037037037037037035
"Monday, May 22",LAD,@,ATL,W,8.0,6.0,9.0,30-19,1.0,up 1.5,Phillips,Morton,Graterol,2.9,N,40205.0,1.34,1,,22.8,79.0,302.35312999999996,0.0,,9.4,0.1111111111111111
"Tuesday, May 23",LAD,@,ATL,W,8.0,1.0,9.0,31-19,1.0,up 1.5,Miller,Strider,None,2.8,N,36731.0,1.35,2,,17.2,93.0,262.35312999999996,0.0,,7.6,0.2962962962962963
"Wednesday, May 24",LAD,@,ATL,L-wo,3.0,4.0,9.0,31-20,1.0,up 1.5,Iglesias,Bickford,None,2.7,N,37838.0,1.29,-1,,18.9,65.0,222.35313,0.0,,7.6,0.1111111111111111
"Friday, May 26",LAD,@,TBR,L,3.0,9.0,9.0,31-21,1.0,up 1.5,Criswell,Syndergaard,None,2.75,N,19715.0,1.25,-2,,22.8,90.0,31.0,0.0,,29.5,0.1111111111111111
"Saturday, May 27",LAD,@,TBR,W,6.0,5.0,9.0,32-21,1.0,up 2.5,Almonte,Poche,Ferguson,2.7666666666666666,D,23443.0,1.29,1,,23.3,82.0,1.0,0.0,,38.9,0.07407407407407407
"Sunday, May 28",LAD,@,TBR,L,10.0,11.0,9.0,32-22,1.0,up 1.5,Beeks,González,Adam,2.8833333333333333,D,21043.0,1.27,-1,,23.9,76.0,291.0,0.0,,13.0,0.037037037037037035
"Monday, May 29",LAD,Home,WSN,W,6.0,1.0,9.0,33-22,1.0,up 1.5,Miller,Williams,None,2.1666666666666665,N,47067.0,1.31,1,,18.0,73.0,223.5154598,0.0,,6.0,0.037037037037037035
"Tuesday, May 30",LAD,Home,WSN,W,9.0,3.0,9.0,34-22,1.0,up 1.5,Gonsolin,Irvin,None,2.3166666666666664,N,46571.0,1.25,2,,18.0,73.0,223.5154598,0.0,,6.0,0.1111111111111111
"Wednesday, May 31",LAD,Home,WSN,L,6.0,10.0,9.0,34-23,1.0,up 0.5,Finnegan,Graterol,Harvey,2.8166666666666664,D,36552.0,1.24,-1,,16.7,70.0,223.5154598,0.0,,7.6,0.07407407407407407
"Friday, Jun 2",LAD,Home,NYY,W,8.0,4.0,9.0,35-23,1.0,Tied,Kershaw,Severino,None,2.4333333333333336,N,52534.0,1.22,1,,17.8,70.0,333.5154598,0.0,,0.0,0.1111111111111111
"Saturday, Jun 3",LAD,Home,NYY,L,3.0,6.0,9.0,35-24,1.0,Tied,Cole,Grove,Holmes,2.6333333333333333,D,52975.0,1.21,-1,,17.8,70.0,333.5154598,0.0,,0.0,0.037037037037037035
"Sunday, Jun 4",LAD,Home,NYY,L,1.0,4.0,9.0,35-25,1.0,Tied,Holmes,Phillips,Peralta,2.5833333333333335,D,52816.0,1.28,-2,,17.0,75.0,223.5154598,0.0,,7.0,0.037037037037037035
"Tuesday, Jun 6",LAD,@,CIN,L-wo,8.0,9.0,9.0,35-26,2.0,1.0,Salazar,Ferguson,None,3.1,N,22602.0,1.30,-3,,14.4,75.0,237.65726460000002,0.0,,0.0,0.18518518518518517
"Wednesday, Jun 7",LAD,@,CIN,L-wo,6.0,8.0,9.0,35-27,2.0,2.0,Díaz,Phillips,None,2.45,N,19003.0,1.30,-4,,17.8,84.0,287.6572646,0.0,,11.2,0.18518518518518517
"Thursday, Jun 8",LAD,@,CIN,W,6.0,0.0,9.0,36-27,2.0,1.5,Kershaw,Ashcraft,None,2.6333333333333333,D,24323.0,1.29,1,,16.1,54.0,237.65726460000002,0.0,,0.0,0.18518518518518517
"Friday, Jun 9",LAD,@,PHI,L-wo,4.0,5.0,9.0,36-28,2.0,2.5,Soto,Ferguson,None,2.8666666666666667,N,42364.0,1.30,-1,,19.4,40.0,319.92948032,0.0,,14.8,0.1111111111111111
"Saturday, Jun 10",LAD,@,PHI,W,9.0,0.0,9.0,37-28,2.0,2.5,Miller,Nola,Jackson,2.6833333333333336,D,44385.0,1.35,1,,17.2,58.0,299.92948032,0.0,,16.6,0.1111111111111111
"Sunday, Jun 11",LAD,@,PHI,L,3.0,7.0,9.0,37-29,2.0,3.5,Walker,Ferguson,None,2.7333333333333334,D,44287.0,1.29,-1,,21.1,53.0,179.92948032,0.0,,13.0,0.1111111111111111
"Tuesday, Jun 13",LAD,Home,CHW,W,5.0,1.0,9.0,38-29,2.0,3.0,Gonsolin,Lynn,None,2.466666666666667,N,45561.0,1.20,1,,18.3,65.0,233.5154598,0.0,,5.4,0.07407407407407407
"Wednesday, Jun 14",LAD,Home,CHW,L,4.0,8.0,9.0,38-30,2.0,3.0,López,Vesia,None,3.25,N,44442.0,1.23,-1,,17.0,78.0,224.5154598,0.0,,23.8,0.037037037037037035
"Thursday, Jun 15",LAD,Home,CHW,W-wo,5.0,4.0,11.0,39-30,2.0,2.0,Ferguson,Crochet,None,3.3333333333333335,N,48655.0,1.24,1,,17.2,78.0,333.5154598,0.0,,0.0,0.1111111111111111
